"Site_ID","Date","Flow_L","TSS_mgL","TP_mgL","DOP_mgL","NO2.NO3_mgL","NH3_mgL","TKN_mgL","Chloride_mgL","Year","PP_mgL","Month","Season","Type"
"BE1-F",2013-06-23,1471.0824,1715,1.0495,0.1835,10.65,0.295,6.95,4.75,"2013",0.866,6,"Early Summer","Flume"
"BE1-F",2013-06-26,1335.79776,1430,1.09,0.106,2.36,0.37,5.9,7.8,"2013",0.984,6,"Early Summer","Flume"
"BE1-F",2013-08-22,408.40272,544,0.827,0.339,1.44,0.08,3,7.5,"2013",0.488,8,"Late Summer","Flume"
"BE1-F",2013-10-02,1042.34592,620,0.868,0.252,2.29,0.08,3.6,10.1,"2013",0.616,10,"Fall","Flume"
"BE1-F",2013-10-03,37.43904,620,0.868,0.252,2.29,0.08,3.6,10.1,"2013",0.616,10,"Fall","Flume"
"BE1-F",2013-10-04,228.85392,620,0.868,0.252,2.29,0.08,3.6,10.1,"2013",0.616,10,"Fall","Flume"
"BE1-F",2013-10-05,0.53808,620,0.868,0.252,2.29,0.08,3.6,10.1,"2013",0.616,10,"Fall","Flume"
"BE1-F",2013-10-14,231.3744,134,1.03,0.704,1.77,0.08,2,15,"2013",0.326,10,"Fall","Flume"
"BE1-F",2013-10-15,254.5968,134,1.03,0.704,1.77,0.08,2,15,"2013",0.326,10,"Fall","Flume"
"BE1-F",2014-03-11,350.40336,6,0.834,0.754,4,0.08,2.6,24.7,"2014",0.08,3,"Late Winter","Flume"
"BE1-F",2014-03-12,2971.64592,6,0.834,0.754,4,0.08,2.6,24.7,"2014",0.08,3,"Late Winter","Flume"
"BE1-F",2014-03-13,298.09632,6,0.834,0.754,4,0.08,2.6,24.7,"2014",0.08,3,"Late Winter","Flume"
"BE1-F",2014-03-14,2834.5488,9.44794684783695,0.661602657608153,0.5953944449995,5.69638984913578,0.08,2.39312318912978,24.7689589369567,"2014",0.0662082126086522,3,"Late Winter","Flume"
"BE1-F",2014-03-15,2056.82496,22.2535523489563,0.515613028033265,0.411464476510437,5.2480789778047,0.08,2.3,20.8179737842155,"2014",0.104148551522829,3,"Late Winter","Flume"
"BE1-F",2014-03-16,22.3728,24,0.505,0.394,5.06,0.08,2.3,20.2,"2014",0.111,3,"Late Winter","Flume"
"BE1-F",2014-03-17,798.39744,8,0.482,0.468,4.69,0.08,1.8,19.3,"2014",0.014,3,"Late Winter","Flume"
"BE1-F",2014-03-18,1759.04016,8,0.464549546793747,0.421465458116658,4.21302094569575,0.08,1.8,17.3804501473122,"2014",0.0430840886770885,3,"Late Winter","Flume"
"BE1-F",2014-03-19,2103.69456,8,0.442646944792214,0.362894430758047,4.13582367432656,0.08,1.75077339364323,16,"2014",0.0797525140341667,3,"Late Winter","Flume"
"BE1-F",2014-03-20,2977.90464,8,0.36700313831406,0.276336218046257,4.73665113359708,0.08,1.5000095100426,15.4000285301278,"2014",0.0906669202678028,3,"Late Winter","Flume"
"BE1-F",2014-03-21,3653.90304,6.6927965773279,0.382366526638868,0.279987288989475,6.31177969648587,0.08,1.66144068453442,17.910487358745,"2014",0.102379237649393,3,"Late Winter","Flume"
"BE1-F",2014-03-22,75.86928,6,0.408,0.298,7.06,0.08,1.8,19.4,"2014",0.11,3,"Late Winter","Flume"
"BE1-F",2014-03-25,185.97744,9,0.219,0.156,0.37,0.08,1,5.7,"2014",0.063,3,"Late Winter","Flume"
"BE1-F",2014-03-26,1311.75408,9,0.219,0.156,0.37,0.08,1,5.7,"2014",0.063,3,"Late Winter","Flume"
"BE1-F",2014-03-27,1641.88032,9,0.219,0.156,0.37,0.08,1,5.7,"2014",0.063,3,"Late Winter","Flume"
"BE1-F",2014-03-28,823.9704,9.66282866471902,0.223166351606805,0.158935384086613,0.358637222890531,0.08,0.990531019075442,5.55796528613164,"2014",0.0642309675201925,3,"Late Winter","Flume"
"BE1-F",2014-03-29,808.2528,16,0.263,0.187,0.25,0.08,0.9,4.2,"2014",0.076,3,"Late Winter","Flume"
"BE1-F",2014-03-30,1143.5616,16,0.263,0.187,0.25,0.08,0.9,4.2,"2014",0.076,3,"Late Winter","Flume"
"BE1-F",2014-03-31,734.59248,11.7579706233856,0.336528509194649,0.244974401480396,0.627069277921277,0.358088592466942,1.18280195844096,8.91336597401596,"2014",0.0915541077142527,3,"Late Winter","Flume"
"BE1-F",2014-04-01,0.19824,7,0.419,0.31,1.05,0.67,1.5,14.2,"2014",0.109,4,"Spring","Flume"
"BE1-F",2014-04-04,1497.78816,22.2886855241265,0.432203864770836,0.283592270458327,2.00901754651339,0.259985251852972,1.63898805021933,17.6747012554833,"2014",0.148611594312509,4,"Spring","Flume"
"BE1-F",2014-04-05,1721.7144,29,0.438,0.272,2.43,0.08,1.7,19.2,"2014",0.166,4,"Spring","Flume"
"BE1-F",2014-04-06,65.61744,29,0.438,0.272,2.43,0.08,1.7,19.2,"2014",0.166,4,"Spring","Flume"
"BE1-F",2014-04-27,694.49136,27,0.73,0.224,2.64,0.08,2.6,8.4,"2014",0.506,4,"Spring","Flume"
"BE1-F",2014-04-28,2837.01264,27,0.709312347145552,0.224,2.52827225810316,0.08,2.5351258272857,8.4,"2014",0.485312347145552,4,"Spring","Flume"
"BE1-F",2014-04-29,432.84288,27,0.443,0.224,1.09,0.08,1.7,8.4,"2014",0.219,4,"Spring","Flume"
"BE1-F",2014-04-30,120.84144,27,0.443,0.224,1.09,0.08,1.7,8.4,"2014",0.219,4,"Spring","Flume"
"BE1-F",2014-05-08,584.41152,936,1.06,0.165,1,0.38,4.6,31.7,"2014",0.895,5,"Spring","Flume"
"BE1-F",2014-05-09,0.02832,936,1.06,0.165,1,0.38,4.6,31.7,"2014",0.895,5,"Spring","Flume"
"BE1-F",2014-05-11,183.34368,80,0.489,0.153,0.26,0.08,1.7,11.1,"2014",0.336,5,"Spring","Flume"
"BE1-F",2014-05-12,772.54128,103.031232816452,0.539958869460024,0.170409435829759,0.39419773452106,0.08,1.94482019135599,11.0546629275267,"2014",0.369549433630265,5,"Spring","Flume"
"BE1-F",2014-05-13,0.22656,207,0.77,0.249,1,0.08,3.05,10.85,"2014",0.521,5,"Spring","Flume"
"BE1-F",2014-05-31,103.0848,207,0.77,0.249,1,0.08,3.05,10.85,"2014",0.521,5,"Spring","Flume"
"BE1-F",2014-06-01,1568.58816,207,0.77,0.249,1,0.08,3.05,10.85,"2014",0.521,6,"Early Summer","Flume"
"BE1-F",2014-06-02,30.55728,207,0.77,0.249,1,0.08,3.05,10.85,"2014",0.521,6,"Early Summer","Flume"
"BE1-F",2014-06-14,2175.48576,1154.87252987581,1.08562784763988,0.152416139446484,1.569275950949,0.08,4.12813923819938,17.8201645447682,"2014",0.933211708193392,6,"Early Summer","Flume"
"BE1-F",2014-06-15,1368.64896,136,0.82,0.271,2.48,0.08,2.8,10.8,"2014",0.549,6,"Early Summer","Flume"
"BE1-F",2014-06-16,17917.80912,1355.63757347584,1.32803615034827,0.177785965028742,0.727710146027049,0.08,5.5351760970205,23.9804022816825,"2014",1.15025018531953,6,"Early Summer","Flume"
"BE1-F",2014-06-17,3207.26832,1018.09161950005,1.07951347007973,0.191194611968106,0.676912300995135,0.08,4.96378310125297,16.097163821953,"2014",0.888318858111628,6,"Early Summer","Flume"
"BE1-F",2014-06-18,14363.196,1025.8323655543,0.900750332725391,0.172007600926702,0.118368807610785,0.08,4.60043771873614,9.07745649923596,"2014",0.728742731798689,6,"Early Summer","Flume"
"BE1-F",2014-06-19,2816.39568,1160.52662168549,0.401563283693149,0.092011151444459,0.1,0.08,4.7988848555541,5.07132701183521,"2014",0.30955213224869,6,"Early Summer","Flume"
"BE1-F",2014-06-20,0.65136,156,0.227,0.121,0.1,0.08,1.9,4,"2014",0.106,6,"Early Summer","Flume"
"BE1-F",2014-06-28,851.92224,1270,1.4,0.255,13.4,0.08,7.2,8.8,"2014",1.145,6,"Early Summer","Flume"
"BE1-F",2015-03-06,63.80496,23,1.11,0.921,8.52,4.75,7.9,21.6,"2015",0.189,3,"Late Winter","Flume"
"BE1-F",2015-03-07,448.47552,23,1.11,0.921,8.52,4.75,7.9,21.6,"2015",0.189,3,"Late Winter","Flume"
"BE1-F",2015-03-08,532.89744,23,1.11,0.921,8.52,4.75,7.9,21.6,"2015",0.189,3,"Late Winter","Flume"
"BE1-F",2015-03-09,246.04416,23,1.11,0.921,8.52,4.75,7.9,21.6,"2015",0.189,3,"Late Winter","Flume"
"BE1-F",2015-03-10,508.40064,23,1.11,0.921,8.52,4.75,7.9,21.6,"2015",0.189,3,"Late Winter","Flume"
"BE1-F",2015-05-14,118.57584,668,0.674,0.196,81.4,0.23,4.7,17.1,"2015",0.478,5,"Spring","Flume"
"BE1-F",2015-05-16,335.93184,668,0.674,0.196,81.4,0.23,4.7,17.1,"2015",0.478,5,"Spring","Flume"
"BE1-F",2015-05-17,201.38352,668,0.674,0.196,81.4,0.23,4.7,17.1,"2015",0.478,5,"Spring","Flume"
"BE1-F",2015-05-26,502.2552,20,0.378,0.256,76.4,0.08,2.2,9.9,"2015",0.122,5,"Spring","Flume"
"BE1-F",2015-05-27,0.19824,20,0.378,0.256,76.4,0.08,2.2,9.9,"2015",0.122,5,"Spring","Flume"
"BE1-F",2015-05-29,1465.39008,1090,1.01,0.357,37.9,0.37,5.4,6,"2015",0.653,5,"Spring","Flume"
"BE1-F",2015-06-15,150.86064,1390,1.04,0.173,35,0.17,6.3,9.3,"2015",0.867,6,"Early Summer","Flume"
"BE1-F",2015-06-22,444.51072,1390,1.04,0.173,35,0.17,6.3,9.3,"2015",0.867,6,"Early Summer","Flume"
"BE1-F",2015-07-06,420.80688,190,0.614,0.29,9.87,0.08,3.2,7.2,"2015",0.324,7,"Early Summer","Flume"
"BE1-F",2015-07-26,33.61584,77,0.61,0.228,2.31,0.08,2.05,5.95,"2015",0.382,7,"Early Summer","Flume"
"BE1-F",2015-07-28,82.43952,77,0.61,0.228,2.31,0.08,2.05,5.95,"2015",0.382,7,"Early Summer","Flume"
"BE1-F",2015-08-18,2002.7904,169,0.61,0.228,2.31,0.08,2.05,5.95,"2015",0.382,8,"Late Summer","Flume"
"BE1-F",2015-09-02,39.648,351,0.7,0.382,3.47,0.23,5,12,"2015",0.318,9,"Late Summer","Flume"
"BE1-F",2015-09-06,513.21504,351,0.7,0.382,3.47,0.23,5,12,"2015",0.318,9,"Late Summer","Flume"
"BE1-F",2015-09-08,14698.5048,354.263408572007,0.69703326493454,0.377549897401809,3.79287966629095,0.222583162336349,4.86649692205428,11.7824394285329,"2015",0.31948336753273,9,"Late Summer","Flume"
"BE1-F",2015-11-11,1414.27248,183.5,1.05,0.3515,5.685,0.08,3.25,37,"2015",0.6985,11,"Early Winter","Flume"
"BE1-F",2015-11-12,1466.72112,132.900378444131,0.956172887181171,0.365238970091329,7.19628671004615,0.08,3.14947095055125,37.2010580988975,"2015",0.590933917089842,11,"Early Winter","Flume"
"BE1-F",2015-11-17,1021.89888,40,0.698,0.256,3.86,0.08,2.5,32.2,"2015",0.442,11,"Early Winter","Flume"
"BE1-F",2015-11-18,239.27568,40,0.698,0.256,3.86,0.08,2.5,32.2,"2015",0.442,11,"Early Winter","Flume"
"BE1-F",2015-12-06,28.80144,480,1.23,0.164,2.04,0.08,5.3,41.5,"2015",1.066,12,"Early Winter","Flume"
"BE1-F",2015-12-07,1.86912,480,1.23,0.164,2.04,0.08,5.3,41.5,"2015",1.066,12,"Early Winter","Flume"
"BE1-F",2015-12-13,1.30272,480,1.23,0.164,2.04,0.08,5.3,41.5,"2015",1.066,12,"Early Winter","Flume"
"BE1-F",2015-12-14,3667.0152,353.855010232846,1.29006904274626,0.168004602849751,2.13510931768158,0.185120824805962,5.55028767810943,43.3521288180098,"2015",1.12206443989651,12,"Early Winter","Flume"
"BE1-F",2015-12-15,91.64352,228,1.35,0.172,2.23,0.29,5.8,45.2,"2015",1.178,12,"Early Winter","Flume"
"BE1-F",2015-12-16,139.53264,228,1.35,0.172,2.23,0.29,5.8,45.2,"2015",1.178,12,"Early Winter","Flume"
"BE1-F",2016-02-19,0.11328,17,0.401,0.212,3.48,0.08,1.7,8.1,"2016",0.189,2,"Late Winter","Flume"
"BE1-F",2016-02-20,11.86608,17,0.401,0.212,3.48,0.08,1.7,8.1,"2016",0.189,2,"Late Winter","Flume"
"BE1-F",2016-02-21,2.124,17,0.401,0.212,3.48,0.08,1.7,8.1,"2016",0.189,2,"Late Winter","Flume"
"BE1-F",2016-02-22,3.93648,17,0.401,0.212,3.48,0.08,1.7,8.1,"2016",0.189,2,"Late Winter","Flume"
"BE1-F",2016-02-23,21.35328,206.920424403183,0.59851724137931,0.19110875331565,0.336816976127321,0.165464190981432,1.7,8.1,"2016",0.40740848806366,2,"Late Winter","Flume"
"BE1-F",2016-02-24,48.20064,217,0.609,0.19,0.17,0.17,1.7,8.1,"2016",0.419,2,"Late Winter","Flume"
"BE1-F",2016-02-25,65.24928,69.2178819444445,0.320918402777778,0.146039496527778,1.58234809027778,0.0858203125,1.7,6.04227430555556,"2016",0.17487890625,2,"Late Winter","Flume"
"BE1-F",2016-02-26,33.19104,59,0.301,0.143,1.68,0.08,1.7,5.9,"2016",0.158,2,"Late Winter","Flume"
"BE1-F",2016-02-27,866.3088,59,0.301,0.143,1.68,0.08,1.7,5.9,"2016",0.158,2,"Late Winter","Flume"
"BE1-F",2016-02-28,172.29888,59,0.301,0.143,1.68,0.08,1.7,5.9,"2016",0.158,2,"Late Winter","Flume"
"BE1-F",2016-02-29,7.75968,59,0.301,0.143,1.68,0.08,1.7,5.9,"2016",0.158,2,"Late Winter","Flume"
"BE1-F",2016-03-06,95.66496,20,0.39,0.199,0.8,0.53,1.8,6.3,"2016",0.191,3,"Late Winter","Flume"
"BE1-F",2016-03-07,27.58368,20,0.39,0.199,0.8,0.53,1.8,6.3,"2016",0.191,3,"Late Winter","Flume"
"BE1-F",2016-03-13,3.48336,333,0.714,0.196,0.12,0.67,3.2,9.8,"2016",0.518,3,"Late Winter","Flume"
"BE1-F",2016-03-15,20.56032,333,0.714,0.196,0.12,0.67,3.2,9.8,"2016",0.518,3,"Late Winter","Flume"
"BE1-F",2016-03-30,371.95488,68,0.666,0.151,1.99,0.08,2.7,14.4,"2016",0.515,3,"Late Winter","Flume"
"BE1-F",2016-03-31,35.1168,68,0.666,0.151,1.99,0.08,2.7,14.4,"2016",0.515,3,"Late Winter","Flume"
"BE1-F",2016-04-01,0.65136,68,0.666,0.151,1.99,0.08,2.7,14.4,"2016",0.515,4,"Spring","Flume"
"BE1-F",2016-04-24,95.35344,223.5,0.935,0.3,4.4,0.08,3.75,17.95,"2016",0.635,4,"Spring","Flume"
"BE1-F",2016-04-25,359.74896,223.5,0.935,0.3,4.4,0.08,3.75,17.95,"2016",0.635,4,"Spring","Flume"
"BE1-F",2016-04-27,51.03264,32,0.477,0.172,2.22,0.08,2.2,7.4,"2016",0.305,4,"Spring","Flume"
"BE1-F",2016-04-28,505.90848,32,0.477,0.172,2.22,0.08,2.2,7.4,"2016",0.305,4,"Spring","Flume"
"BE1-F",2016-05-10,6.40032,30,0.57,0.333,3.29,0.08,1.5,7.5,"2016",0.237,5,"Spring","Flume"
"BE1-F",2016-05-11,338.62224,30,0.57,0.333,3.29,0.08,1.5,7.5,"2016",0.237,5,"Spring","Flume"
"BE1-F",2016-05-12,0.1416,30,0.57,0.333,3.29,0.08,1.5,7.5,"2016",0.237,5,"Spring","Flume"
"BE1-F",2016-05-13,3.20016,30,0.57,0.333,3.29,0.08,1.5,7.5,"2016",0.237,5,"Spring","Flume"
"BE1-F",2016-05-28,7.41984,30,0.57,0.333,3.29,0.08,1.5,7.5,"2016",0.237,5,"Spring","Flume"
"BE1-F",2016-06-14,20146.25328,1261.72763041923,1.18619246561959,0.207469384111704,2.115820202733,0.08,5.38883717399586,7.66364511744091,"2016",0.978723081507888,6,"Early Summer","Flume"
"BE1-F",2016-06-15,19.08768,500,0.96,0.195,2.28,0.08,3.6,8.1,"2016",0.765,6,"Early Summer","Flume"
"BE1-F",2016-07-07,7456.06128,1380,0.803,0.112,0.54,0.49,3.3,4.5,"2016",0.691,7,"Early Summer","Flume"
"BE1-F",2016-07-10,380.16768,500,0.546,0.235,1.6,0.08,3,6.7,"2016",0.311,7,"Early Summer","Flume"
"BE1-F",2016-07-16,2643.07728,1215.77430380696,0.81107021397422,0.122617825113309,0.486226360509595,0.484357166582734,3.34273805569544,4.74023722529975,"2016",0.688452388860911,7,"Early Summer","Flume"
"BE1-F",2016-07-17,1170.66384,1750,0.785,0.088,0.67,0.51,3.3,3.8,"2016",0.697,7,"Early Summer","Flume"
"BE1-F",2016-08-09,193.36896,757,0.49,0.169,0.64,0.08,2.5,4.6,"2016",0.321,8,"Late Summer","Flume"
"BE1-F",2016-08-11,14499.30192,491.016949847748,0.468360321965073,0.130508110652544,0.31818766712046,0.08,2.08618620612874,3.95212283268324,"2016",0.337852211312529,8,"Late Summer","Flume"
"BE1-F",2016-08-12,157.7424,270,0.461,0.149,0.21,0.52,1.9,1.5,"2016",0.312,8,"Late Summer","Flume"
"BE1-F",2016-08-18,710.80368,394,0.436,0.117,0.17,0.08,2,4,"2016",0.319,8,"Late Summer","Flume"
"BE1-F",2016-08-19,4.64448,394,0.436,0.117,0.17,0.08,2,4,"2016",0.319,8,"Late Summer","Flume"
"BE1-F",2016-08-20,224.26608,394,0.436,0.117,0.17,0.08,2,4,"2016",0.319,8,"Late Summer","Flume"
"BE1-F",2016-08-23,2604.56208,274.369330970218,0.405674988311279,0.0716742163120182,0.12,0.38274875229697,1.75505224586545,4.32247387706727,"2016",0.334000771999261,8,"Late Summer","Flume"
"BE1-F",2016-08-24,74.79312,143,0.368,0.077,0.12,0.58,1.4,4.5,"2016",0.291,8,"Late Summer","Flume"
"BE1-F",2016-08-27,16.284,52,0.288,0.181,0.26,0.46,1.8,3.5,"2016",0.107,8,"Late Summer","Flume"
"BE1-F",2016-09-05,13.33872,148,0.365,0.104,0.565,0.08,2.15,4.05,"2016",0.261,9,"Late Summer","Flume"
"BE1-F",2016-09-06,1055.54304,148.049420476497,0.363690357372827,0.102937459755312,0.554498148744366,0.08,2.15123551191243,4.04382244043786,"2016",0.260752897617515,9,"Late Summer","Flume"
"BE1-F",2016-09-07,160.17792,150,0.312,0.061,0.14,0.08,2.2,3.8,"2016",0.251,9,"Late Summer","Flume"
"BE1-F",2016-09-09,2261.55024,150,0.312,0.061,0.14,0.08,2.2,3.8,"2016",0.251,9,"Late Summer","Flume"
"BE1-F",2016-09-15,3009.36816,146.912923595231,0.334910213338603,0.0892729736596934,0.884537515409879,0.08,2.5,3.61816813001703,"2016",0.24563723967891,9,"Late Summer","Flume"
"BE1-F",2016-09-16,7.27824,96,0.32,0.086,0.99,0.08,2.5,3.8,"2016",0.234,9,"Late Summer","Flume"
"BE1-F",2016-09-21,1584.9288,277.669972304119,0.346221299026177,0.0324374162422943,1.23340838023765,0.08,2.73352095059412,4.84772625748236,"2016",0.313783882783883,9,"Late Summer","Flume"
"BE1-F",2016-09-22,39980.22192,99.0304193929297,0.244298041907417,0.0291439976879448,0.268516388745448,0.08,2.04890053416692,4.21630756850986,"2016",0.215154044219472,9,"Late Summer","Flume"
"BE1-F",2016-09-23,0.48144,61,0.2855,0.067,0.025,0.08,2.35,4.7,"2016",0.2185,9,"Late Summer","Flume"
"BE1-F",2016-09-25,365.328,240,0.335,0.075,0.1,0.08,2.2,4.3,"2016",0.26,9,"Late Summer","Flume"
"BE1-F",2016-10-04,44.1792,174,0.499,0.06,0.025,0.08,3.8,3.7,"2016",0.439,10,"Fall","Flume"
"BE1-F",2016-10-05,2474.51664,131.448115636838,0.439197351705827,0.0507995925701272,0.025,0.08,3.33997962850636,3.52749236068988,"2016",0.388397759135699,10,"Fall","Flume"
"BE1-F",2016-10-06,1429.39536,100,0.395,0.044,0.025,0.08,3,3.4,"2016",0.351,10,"Fall","Flume"
"BE1-F",2016-10-07,401.66256,100,0.395,0.044,0.025,0.08,3,3.4,"2016",0.351,10,"Fall","Flume"
"BE1-F",2016-10-17,86.57424,200,8.1,1.46,0.13,20.6,57.2,234,"2016",6.64,10,"Fall","Flume"
"BE1-F",2016-10-25,990.97344,116,7.5,3.63,9.67,11.6,18.1,108,"2016",3.87,10,"Fall","Flume"
"BE1-F",2016-10-26,2507.22624,134.549744725071,6.42606741065378,4.57701328333258,9.09398161116884,9.47166086838657,15.3663534089369,63.6758731306194,"2016",1.8490541273212,10,"Fall","Flume"
"BE1-F",2016-10-27,9.60048,135,6.4,4.6,9.08,9.42,15.3,62.6,"2016",1.8,10,"Fall","Flume"
"BE1-F",2016-11-22,263.26272,32,1.29,0.8,70.7,2.8,8.4,83.7,"2016",0.49,11,"Early Winter","Flume"
"BE1-F",2016-11-23,91.55856,32,1.29,0.8,70.7,2.8,8.4,83.7,"2016",0.49,11,"Early Winter","Flume"
"BE1-F",2016-11-24,16.90704,32,1.29,0.8,70.7,2.8,8.4,83.7,"2016",0.49,11,"Early Winter","Flume"
"BE1-F",2016-11-27,138.85296,32,1.29,0.8,70.7,2.8,8.4,83.7,"2016",0.49,11,"Early Winter","Flume"
"BE1-F",2016-11-28,280.39632,32,1.29,0.8,70.7,2.8,8.4,83.7,"2016",0.49,11,"Early Winter","Flume"
